Job Title,Company Name,Location,Job Time,Category,Salary,Post Date,Deadline,Job URL,Company Logo URL
Qeydiyyatçı,Lombard (kredit təskilatı),"Bakı, Xirdalan və Binəqədi",Tam-ştat,Bank xidməti,500 - 800 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/qeydiyyatci-904977,
Satış mütəxəssisi,Nero MMC,"Bakı, Sabit Rahman 55, Office",Tam-ştat,Digər,500 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-904978,
Mühasib,Cənnət Bağı Şirkətlər Qrupu,Mingəçevir,Tam-ştat,Maliyyə,1000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/muhasib-904976,https://www.hellojob.az/resized/companies/12e97abef783d2c69e58f9e038416309-120--resize.webp
Satış təmsilçisi,Azerbaijan Travel Company,"Bakı, İçərişəhər",Yarım-ştat,Turizm və mehmanxana işi,400 - 1000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-904975,https://www.hellojob.az/resized/companies/dc06f92dd46f1aeed8a518bec026d725-120--resize.webp
Satış üzrə mütəxəssis,Atəşgah Sığorta Şirkəti,"Bakı, Səbail rayonu, Vəli Məmmədov küçəsi 16",Təcrübəçi,Satış üzrə mütəxəssis,Razılaşma ilə,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/seymur-bagirov,https://www.hellojob.az/resized/companies/NaPrnN4XiLzagd3vQXW302Yf3coPuynQMP2h2UGq-120--resize.webp
Logistika üzrə mütəxəssis,Art House Emiliana,"Bakı, Xətai Prospekti 59",Tam-ştat,Logistika,700 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/logistika-uzre-mutexessis-904973,
1C operator,Alliance Tax and Finance,"Bakı, Ünvan: Nərimanov r-nu, Həsənoğlu Küçəsi 4 (Heydər Əliyev Mərkəzinin yanı)",Tam-ştat,Mühasibat,500 - 900 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/1c-operator,
Satıcı,Angel kids,"Bakı, Həzi aslanov mts Viva city ticarət mərkəzi",Tam-ştat,Satış üzrə mütəxəssis,400 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/satici-904966,
İnsan resursları üzrə baş mütəxəssis,AMOGROUP,Bakı,Tam-ştat,İnsan resursları,1200 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/insan-resurslari-uzre-bas-mutexessis-904968,
Customer Service Representative,Positive Call Center,"Bakı, 203 Nizami St, Baku",Tam-ştat,Operator,Razılaşma ilə,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/customer-service-representative-904970,https://www.hellojob.az/resized/companies/eFRuRRYIGublalBpxPPz0rO97uLV7HpraODNmLMu-120--resize.webp
İngilis dili müəllimi,İnk academy,"Bakı, Şamil Əzizbəyov 88A",Tam-ştat,Xüsusi təhsil/ Təlim,800 - 1000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/ingilis-dili-muellimi-904967,https://www.hellojob.az/resized/120/-/resize/companies/9749300134fedf8d7ea6f5eef246ed0c/az/uploads/stores/2023/10/27/ink-academy-store-653b623714adf-66832c22a53b557c5185876be2caaffb
Baxça müəlliməsi Rus bölməsi,Bizimdovr Academy,"Bakı, Gənclik.m.Məmməd Araz.k",Tam-ştat,Digər,400 - 600 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/baxca-muellimesi-rus-bolmesi,
Satış təmsilçisi,Emiliana Parati,"Bakı, xətai pr 142",Tam-ştat,Satış üzrə mütəxəssis,500 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-904964,
Paketçi,Home Food MMC,Bakı,Tam-ştat,Xidmət,550 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/paketci,
Fərdi Müştərilərə Dəstək üzrə Mütəxəssis,Asthetik Lab kosmetoloji klinika,"Bakı, Ровшан Алиев 19",Tam-ştat,Digər,800 - 1500 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/ferdi-musterilere-destek-uzre-mutexessis-904959,https://www.hellojob.az/resized/companies/d33317bc0bed89e58ff0b135c2519a84-120--resize.webp
Hostess (XANIM),101 Restaurant,"Bakı, Elmlər(m.s)",Tam-ştat,Restoran işi,700 AZN,31 mart 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/hostess-xanim,
Satış Meneceri,Okean Avtosalon,"Bakı, Babək pr. 21",Tam-ştat,Satış üzrə mütəxəssis,900 - 1200 AZN,30 mart 2025,29 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904956,https://www.hellojob.az/resized/companies/d08e073079f3f4a68713595308cc9d56-120--resize.webp
Quraşdırıcı texnik mebel üzrə (Göyçay-Şəki),Kontakt Home,Göyçay,Tam-ştat,Xidmət,Razılaşma ilə,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/qurasdirici-texnik-mebel-uzre-goycay-seki-904955,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Quraşdırıcı texnik (mebel üzrə),Kontakt Home,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/qurasdirici-texnik-mebel-uzre-904954,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Mebel ustası (Naxçıvan),Kontakt Home,Naxçıvan,Tam-ştat,Xidmət,Razılaşma ilə,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/mebel-ustasi-naxcivan-904953,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Onlayn Kreditor (Gəncə),Kontakt Home,Gəncə,Tam-ştat,Kredit mütəxəssisi,Razılaşma ilə,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/onlayn-kreditor-gence-904952,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Mağaza anbar işçisi (Fəhlə),Kontakt Home,,Tam-ştat,Anbardar,580 AZN,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/magaza-anbar-iscisi-fehle-904951,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Biznes-analitik,Kontakt Home,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/biznes-analitik-904950,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Satış Meneceri,Fersam Nikor Boya Şirkəti,Bakı,Tam-ştat,Satış üzrə mütəxəssis,1000 - 2500 AZN,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904949,https://www.hellojob.az/resized/companies/73af9ec0249041c1a58eecee505a0f87-120--resize.webp
Call Center mütəxəssisi,Global Group MMC,"Bakı, Gənclik",Tam-ştat,Operator,400 AZN,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/call-center-mutexessisi-904948,
Satış Meneceri,EF Group,Bakı,Tam-ştat,Satış üzrə mütəxəssis,500 - 700 AZN,29 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904947,
Loyallıq üzrə mütəxəssis,"""AzəriMed"" QSC","Bakı, Satış təmsilçisi (Parfümeriya)",Tam-ştat,Digər,800 - 1000 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/loyalliq-uzre-mutexessis,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Videoqraf,"""AzəriMed"" QSC","Bakı, Satış təmsilçisi (Parfümeriya)",Tam-ştat,Digər,1000 - 1200 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/videoqraf-904941,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Təlim üzrə mütəxəssis,"""AzəriMed"" QSC",Bakı,Tam-ştat,İnsan resursları,800 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/telim-uzre-mutexessis,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Müxbir,INEX MEDİCAL,"Bakı, Çapayev",Tam-ştat,Digər,1000 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/muxbir-904939,
Satış təmsilçisi,Ritello,"Bakı, Azadlıq m/s çıxışı",Tam-ştat,Digər,800 - 1000 AZN,26 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-904923,
Специалиста по подбору персонала,Restaurants by Emin Agalarov,Bakı,Tam-ştat,İnsan resursları,900 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/ise-qebul-uzre-mutexessis,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Tour Promouter,Alov Travel,"Bakı, Boyuk Qala 50",Tam-ştat,Turizm və mehmanxana işi,300 - 1200 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/tour-promouter,https://www.hellojob.az/resized/companies/39426924097fe654fcba0b257dbb755c-120--resize.webp
Dizayner,Paketlandiya,"Bakı, Bakı şəhəri, gənclik m.stansiyasının yaxınlığı.",Tam-ştat,Qrafik dizayn,Razılaşma ilə,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/dizayner-904936,
Parfümeriya üzrə Satış Təmsilçisi,"""AzəriMed"" QSC","Bakı, Satış təmsilçisi (Parfümeriya)",Tam-ştat,Satış üzrə mütəxəssis,400 - 600 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/parfumeriya-uzre-satis-temsilcisi-904935,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Əczaçı,"""AzəriMed"" QSC","Bakı, Satış təmsilçisi (Parfümeriya)",Tam-ştat,Tibb təmsilçisi,400 - 600 AZN,28 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/eczaci-904934,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Satıcı-kassir,ZooLisa,"Bakı, 28may",Tam-ştat,Satış üzrə mütəxəssis,550 - 700 AZN,27 mart 2025,27 aprel 2025,https://www.hellojob.az/vakansiya/satici-kassir-904933,https://www.hellojob.az/resized/companies/fe3d1c25a3852968a44be61d5e934f0d-120--resize.webp
Dizayner,Azena Dental Consulting,"Bakı, Əmrahlı iş mərkəzi, 116A Nasibbay Yusifbayli, Baku 1065",Tam-ştat,Qrafik dizayn,600 - 700 AZN,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/dizayner-904931,https://www.hellojob.az/resized/companies/1ad583a462635273d2c1d3a72701b565-120--resize.webp
Sosial Media Marketinq (SMM) mütəxəssisi,GOLD MMC,"Bakı, Neftçilər m/st yaxınlığı",Tam-ştat,SMM,500 AZN,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisi-904930,
Filial meneceri,Etiler Meat House,"Bakı, Etiler Meat House",Tam-ştat,Restoran işi,Razılaşma ilə,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/filial-meneceri-904928,https://www.hellojob.az/resized/companies/1b68e906b2edaa0ca8da04f1b2e5c5e5-120--resize.webp
Aşpaz,Balique,"Bakı, Əhməd Cavad 1",Tam-ştat,Aşpaz,800 - 1000 AZN,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/aspaz-904927,https://www.hellojob.az/resized/companies/55myRaAFIKZi8XZRY3ytMIXBrZXfb7q8kB1zqIQs-120--resize.webp
Ofis meneceri,Ak Vent GROUP MMC,"Bakı, Şövkət Məmmədova 2 ,Azadlıq metrosunun yaxınlığı",Tam-ştat,Ofis menecmenti,400 - 700 AZN,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/ofis-meneceri-904926,https://www.hellojob.az/resized/companies/e8bc2a30695c017e80e91e39166d385d-120--resize.webp
Video Montajçı / Video Editor,WeDevloop,Bakı,Uzaqdan,Qrafik dizayn,500 - 1000 AZN,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/video-montajci-video-editor,https://www.hellojob.az/resized/companies/4e2c5ddcfe9d85ba6f8c4146b4a917d6-120--resize.webp
Məhsul Sahibi (Biznes İnnovasiyaları),PASHA Bank,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/mehsul-sahibi-biznes-innovasiyalari,https://www.hellojob.az/resized/companies/b89970e0d614003ddfed5b8f180500b5-120--resize.webp
Консультант по продажам,Zuleykha Accessories,,Tam-ştat,Satış üzrə mütəxəssis,800 - 1000 AZN,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/konsultant-po-prodazam,
Satış mütəxəssisi,3D Diaqnostik Mərkəz,"Bakı, Nəsimi",Tam-ştat,Satış üzrə mütəxəssis,500 - 800 AZN,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-904921,
Qrafik Dizayner & Video Montaj Ustası,Robotzadə Azərbaycan,Bakı,Tam-ştat,Dizayn,600 - 1000 AZN,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/qrafik-dizayner-video-montaj-ustasi,
Satış məsləhətçisi,Bonamed,"Bakı, Bakıxanov küçəsi 18",Tam-ştat,Satış üzrə mütəxəssis,600 AZN,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-904913,
Senior qrafik və motion dizayner,Bonamed,"Bakı, Bakıxanov küçəsi 18",Tam-ştat,Qrafik dizayn,1200 AZN,26 mart 2025,25 aprel 2025,https://www.hellojob.az/vakansiya/senior-qrafik-ve-motion-dizayner-904912,
Kreditlərin ilkin təqibi şöbəsinin kiçik mütəxəssisi,ABB,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/kreditlerin-ilkin-teqibi-sobesinin-kicik-mutexessisi-904911,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Birbaşa satışlar şöbəsinin mütəxəssisi/aparıcı mütəxəssisi,ABB,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/birbasa-satislar-sobesinin-mutexessisiaparici-mutexessisi,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Mübahisə və etiraz sorğuları şöbəsi üzrə baş mütəxəssis/ekspert,Rabitabank OJSC,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/mubahise-ve-etiraz-sorgulari-sobesi-uzre-bas-mutexessisekspert,https://www.hellojob.az/resized/companies/686be2feda19b2a1b2d12299a967d166-120--resize.webp
Müəllim,EDUGrata Təhsil Mərkəzi,"Bakı, 🏢Filiallarımız: Nəsimi filialı, Yasamal filialı, Xalqlar filialı, Nərimanov filialı, Bakıxanov filialı, Ramana filialı, Binə filialı, Onlayn şöbə",Tam-ştat,Xüsusi təhsil/ Təlim,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/muellim-904908,https://www.hellojob.az/resized/companies/7986870344ee9df117a7f1606eb48760-120--resize.webp
SQL Developer,ARTER MMC,"Bakı, Nərimanov rayonu, Afen plaza",Tam-ştat,Proqramlaşdırma,500 - 1000 AZN,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/sql-developer-904906,https://www.hellojob.az/resized/companies/mDIiCwUqtLOnvZc3L9hy2bUKgfZvYwcC5N2yBrYF-120--resize.webp
Satış meneceri,Uplix MMC,Bakı,Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/satis-meneceri-904905,
"Satıcı, merçendayzerlər və promotr",HARUN N MMC,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/satici-904904,
Satış məsləhətçisi,ATA PACK,"Bakı, Balaxanı Sənaye Parkı",Tam-ştat,Digər,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-904903,
SMM və Reels maker,Saxara - Beauty Salon,Bakı,Tam-ştat,SMM,500 AZN,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/smm-ve-reels-maker,https://www.hellojob.az/resized/companies/ce31810ff40767b335ae6652c5b62cc7-120--resize.webp
Təmizlik İşçisi,Saxara - Beauty Salon,Bakı,Tam-ştat,Təmizlikçi,450 AZN,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/temizlik-iscisi,https://www.hellojob.az/resized/companies/ce31810ff40767b335ae6652c5b62cc7-120--resize.webp
Menecer,Jumla,"Bakı, Mirvari Dilbazi 16A",Tam-ştat,Digər,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/menecer,
Administrator,Saxara - Beauty Salon,Bakı,Tam-ştat,Xidmət,800 AZN,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/administrator-904898,https://www.hellojob.az/resized/companies/ce31810ff40767b335ae6652c5b62cc7-120--resize.webp
Satış Məsləhətçisi (İşarət dili bilən),Kontakt Home,Bakı,Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-isaret-dili-bilen-904895,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Satış məsləhətçisi,Kontakt Home,,Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,25 mart 2025,24 aprel 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-904894,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Tibb nümayəndəsi,Asthetik Lab kosmetoloji klinika,"Bakı, Ровшан Алиев 19",Tam-ştat,Digər,600 - 700 AZN,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/tibb-numayendesi-904892,https://www.hellojob.az/resized/companies/d33317bc0bed89e58ff0b135c2519a84-120--resize.webp
Telesatış üzrə mütəxəssis,Spring Cake Boutique,"Bakı, Nizami küçəsi 247.",Tam-ştat,Digər,500 AZN,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/telesatis-uzre-mutexessis-904890,
Qrafik Dizayner,Edu Max,"Bakı, Caspian Plaza",Tam-ştat,Qrafik dizayn,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/qrafik-dizayner-904889,
"Ünvanda təqib üzrə mütəxəssisÜnvanda təqib şöbəsinin mütəxəssisi (Naxçıvan MR, Şərur rayonu üzrə)",Kapital Bank,Naxçıvan,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/unvanda-teqib-uzre-mutexessisunvanda-teqib-sobesinin-mutexessisi-naxcivan-mr-serur-rayonu-uzre,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Müştərilərlə iş üzrə kiçik mütəxəssis / Qobustan rayon filialı,Kapital Bank,Qobustan,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/musterilerle-is-uzre-kicik-mutexessis-qobustan-rayon-filiali,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Biznesə dəstək departamentinin Partnyor biznesinə dəstək şöbəsinin POS terminallara texniki dəstək bölməsinin kiçik mütəxəssisi,Kapital Bank,,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/biznese-destek-departamentinin-partnyor-biznesine-destek-sobesinin-pos-terminallara-texniki-destek-bolmesinin-kicik-mutexessisi-904886,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
IOS Developer (Smart Service squad),Kapital Bank,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/ios-developer-smart-service-squad,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Məlumat xidməti üzrə kiçik mütəxəssis /Xaçmaz rayon filialı,Kapital Bank,Xaçmaz,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/melumat-xidmeti-uzre-kicik-mutexessis-xacmaz-rayon-filiali,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Kiçik əməliyyatçı-kassir /Kəngərli filialı,Kapital Bank,,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/kicik-emeliyyatci-kassir-kengerli-filiali-904883,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Korporativ kredit risklərinin təhlili şöbəsi/Aparıcı mütəxəssis,Kapital Bank,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/korporativ-kredit-risklerinin-tehlili-sobesiaparici-mutexessis,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Mikromaliyyələşdirmə biznesi departamenti - Filialların idarə edilməsi üzrə mütəxəssis / baş mütəxəssis,Unibank ASC,Bakı,Tam-ştat,Maliyyə,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/mikromaliyyelesdirme-biznesi-departamenti-filiallarin-idare-edilmesi-uzre-mutexessis-bas-mutexessis,https://www.hellojob.az/resized/companies/f195bf1fc8d2eb1eb599f63949ddde4c-120--resize.webp
Əməliyyat Risklərinin idarəedilməsi şöbəsinin mütəxəssisi və ya aparıcı mütəxəssisi,AccessBank,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/emeliyyat-risklerinin-idareedilmesi-sobesinin-mutexessisi-ve-ya-aparici-mutexessisi,https://www.hellojob.az/resized/companies/d0ea0967d3b1290f44e82c2de8580b3d-120--resize.webp
Aparıcı Kassir /Olivia( Kosmetika və baxım),Kontakt Home,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/aparici-kassir-olivia-kosmetika-ve-baxim-904879,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Korporativ satış təmsilçisi,Bank Respublika ASC,Bakı,Tam-ştat,Satış,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/korporativ-satis-temsilcisi-904878,https://www.hellojob.az/resized/companies/8108c9322c7ab169ae3e236071b22606-120--resize.webp
Ödəniş Kartları İdarəsinin Ödəniş sistemləri ilə iş şöbəsinin mütəxəssisi (Layihələr üzrə),Xalq Bank,,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/odenis-kartlari-idaresinin-odenis-sistemleri-ile-is-sobesinin-mutexessisi-layiheler-uzre,https://www.hellojob.az/storage/companies/9c7ce58bc58783c118bdd977a5bc44c4.svg
Pərakəndə bankçılıq üzrə kiçik mütəxəssis/mütəxəssis/aparıcı mütəxəssis/baş mütəxəssis,Bank Respublika ASC,,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/perakende-bankciliq-uzre-kicik-mutexessismutexessisaparici-mutexessisbas-mutexessis,https://www.hellojob.az/resized/companies/8108c9322c7ab169ae3e236071b22606-120--resize.webp
Maliyyə İdarəedilməsi Departamenti/Büdcələmə və Planlaşdırma şöbəsi/Baş mütəxəssis,PASHA Bank,Bakı,Tam-ştat,Maliyyə,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/maliyye-idareedilmesi-departamentibudceleme-ve-planlasdirma-sobesibas-mutexessis,https://www.hellojob.az/resized/companies/b89970e0d614003ddfed5b8f180500b5-120--resize.webp
Nəsimi filialına mikro və aqro kreditlər üzrə kiçik mütəxəssis/ mütəxəssis,Bank Respublika ASC,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/nesimi-filialina-mikro-ve-aqro-kreditler-uzre-kicik-mutexessis-mutexessis,https://www.hellojob.az/resized/companies/8108c9322c7ab169ae3e236071b22606-120--resize.webp
Maliyyə idarə edilməsi Departamenti/İFRS üzrə Baş mütəxəssis,PASHA Bank,Bakı,Tam-ştat,Maliyyə,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/maliyye-idare-edilmesi-departamentiifrs-uzre-bas-mutexessis,https://www.hellojob.az/resized/companies/b89970e0d614003ddfed5b8f180500b5-120--resize.webp
Gəncə filialı - Pərakəndə xidmətlər və istehlak kreditləri üzrə kiçik mütəxəssis,Unibank ASC,Bakı,Tam-ştat,Bank xidməti,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/gence-filiali-perakende-xidmetler-ve-istehlak-kreditleri-uzre-kicik-mutexessis,https://www.hellojob.az/resized/companies/f195bf1fc8d2eb1eb599f63949ddde4c-120--resize.webp
Data İdarəetməsi Şöbəsinin Müdiri,PASHA Bank,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/data-idareetmesi-sobesinin-mudiri,https://www.hellojob.az/resized/companies/b89970e0d614003ddfed5b8f180500b5-120--resize.webp
Kontent üzrə mütəxəssis,Kontakt Home,Bakı,Tam-ştat,Kopiraytinq,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/kontent-uzre-mutexessis-904870,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Mağaza assistenti,Kontakt Home,Bakı,Tam-ştat,Digər,Razılaşma ilə,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/magaza-assistenti-904869,https://www.hellojob.az/resized/companies/9e8f6fe23d7c770e0e4131ec5a9a48eb-120--resize.webp
Эвент менеджер,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Menecer,1000 AZN,24 mart 2025,23 aprel 2025,https://www.hellojob.az/vakansiya/event-menedzer,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Kosmetoloq köməkçisi,Ayru Estetik Mərkəzi,Bakı,Tam-ştat,SPA və gözəllik,500 - 1000 AZN,23 mart 2025,22 aprel 2025,https://www.hellojob.az/vakansiya/kosmetoloq-komekcisi-904865,
