Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
57,"A Khan, J Ullah, MA Jaffar, TS Choi",Color image segmentation: a novel spatial fuzzy genetic algorithm,44,2014, Springer, Signal  Image and Video Processing,https://link.springer.com/article/10.1007/s11760-012-0347-8,4
80,"R Patil, S Udgave, S More, D Nemishte…",Grape leaf disease detection using k-means clustering algorithm,43,2016, academia.edu, … Research Journal of …,https://www.academia.edu/download/54619653/IRJET-V3I4461.pdf,4
64,"B Ramamurthy, KR Chandran",Content based medical image retrieval with texture content using gray level co-occurrence matrix and k-means clustering algorithms,42,2012, Citeseer, Journal of Computer Science,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6b57b18fbdd43688581e0ff730d6d15fa0c6d0a0,3
79,"S Zhang, W Huang, Z Wang","Combing modified Grabcut, K-means clustering and sparse representation classification for weed recognition in wheat field",42,2021, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S092523122031910X,8
43,"D Wang, H Song, Z Tie, W Zhang, D He",Recognition and localization of occluded apples using K-means clustering algorithm and convex hull theory: a comparison,42,2016, Springer, Multimedia Tools and …,https://link.springer.com/article/10.1007/s11042-014-2429-9,4
70,"A Jamel, B Akay",A survey and systematic categorization of parallel k-means and fuzzy-c-means algorithms,41,2019, researchgate.net, Computer Systems Science and Engineering,https://www.researchgate.net/profile/Ahmed-Cemiloglu/publication/337056803_A_Survey_and_Systematic_Categorization_of_Parallel_K-means_and_Fuzzy-c-Means_Algorithms/links/5f8170cf458515b7cf74d4c4/A-Survey-and-Systematic-Categorization-of-Parallel-K-means-and-Fuzzy-c-Means-Algorithms.pdf,6
27,"GR Nitta, T Sravani, S Nitta, BA Muthu",Dominant gray level based K-means algorithm for MRI images,41,2020, Springer, Health and Technology,https://link.springer.com/article/10.1007/s12553-018-00293-1,7
78,"YP Huang, P Singh, HC Kuo",A hybrid fuzzy clustering approach for the recognition and visualization of MRI images of Parkinson's disease,41,2020, ieeexplore.ieee.org, Ieee Access,https://ieeexplore.ieee.org/abstract/document/8970526/,7
29,"C Mythili, V Kavitha",Color image segmentation using ERKFCM,40,2012, Citeseer, International Journal of Computer Applications,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=67201ba5b93b757b35d9d5ffc48e68fa6c3d395b,3
14,"BS Shedthi, S Shetty…",Implementation and comparison of K-means and fuzzy C-means algorithms for agricultural data,38,2017, ieeexplore.ieee.org, … international conference on …,https://ieeexplore.ieee.org/abstract/document/7975168/,4
30,"RM Rasli, TZT Muda, Y Yusof…",Comparative analysis of content based image retrieval techniques using color histogram: a case study of GLCM and K-means clustering,38,2012, ieeexplore.ieee.org, 2012 Third International …,https://ieeexplore.ieee.org/abstract/document/6169714/,3
10,"M Jahiruzzaman, ABMA Hossain",Detection and classification of diabetic retinopathy using K-means clustering and fuzzy logic,38,2015, ieeexplore.ieee.org, 2015 18th International …,https://ieeexplore.ieee.org/abstract/document/7488129/,3
39,"KE Setiawan, A Kurniawan, A Chowanda…",Clustering models for hospitals in Jakarta using fuzzy c-means and k-means,36,2023, Elsevier, Procedia Computer …,https://www.sciencedirect.com/science/article/pii/S1877050922022244,12
8,"PJ Herrera, G Pajares, M Guijarro",A segmentation method using Otsu and fuzzy k-Means for stereovision matching in hemispherical images from forest environments,34,2011, Elsevier, Applied soft computing,https://www.sciencedirect.com/science/article/pii/S1568494611002717,2
18,"Y Wicaksono, RS Wahono…",Color and texture feature extraction using gabor filter-local binary patterns for image segmentation with fuzzy C-means,33,2015, academia.edu, Journal of Intelligent …,https://www.academia.edu/download/83073892/14.pdf,3
16,D Chi,Self‐Organizing Map‐Based Color Image Segmentation with k‐Means Clustering and Saliency Map,33,2011, Wiley Online Library, International Scholarly Research Notices,https://onlinelibrary.wiley.com/doi/abs/10.5402/2011/393891,2
20,"S Jardim, J António, C Mora",Graphical image region extraction with k-means clustering and watershed,32,2022, mdpi.com, Journal of Imaging,https://www.mdpi.com/2313-433X/8/6/163,8
33,"H Rong, A Ramirez-Serrano, L Guan, Y Gao",Image object extraction based on semantic detection and improved K-means algorithm,32,2020, ieeexplore.ieee.org, IEEE access,https://ieeexplore.ieee.org/abstract/document/9200601/,5
48,"H Lingappa, H Suresh, S Manvi",Medical image segmentation based on extreme learning machine algorithm in kernel fuzzy c-means using artificial bee colony method,32,2018, academia.edu, Int. J. Intell. Eng. Syst,https://www.academia.edu/download/69053525/6cc36d56f9984b68f28c715bc0f9e7c2d3a4.pdf,4
90,"AN Lai, GS Lee",Binarization by local k-means clustering for Korean text extraction,32,2008, ieeexplore.ieee.org, 2008 IEEE International Symposium on …,https://ieeexplore.ieee.org/abstract/document/4775658/,2
44,"S Angadi, V Naik",Entropy based fuzzy C means clustering and key frame extraction for sports video summarization,32,2014, ieeexplore.ieee.org, … Fifth International Conference on signal and …,https://ieeexplore.ieee.org/abstract/document/6754888/,3
85,"X Ran, N Suyaroj, W Tepsan, J Ma, X Zhou…",A hybrid genetic-fuzzy ant colony optimization algorithm for automatic K-means clustering in urban global positioning system,31,2024, Elsevier, … Applications of Artificial …,https://www.sciencedirect.com/science/article/pii/S0952197624013952,16
99,"T He, YJ Sun, JD Xu, XJ Wang…",Enhanced land use/cover classification using support vector machines and fuzzy k-means clustering algorithms,31,2014, spiedigitallibrary.org, Journal of Applied …,https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-8/issue-1/083636/Enhanced-land-use-cover-classification-using-support-vector-machines-and/10.1117/1.JRS.8.083636.short,3
19,"L Feng, H Li, Y Gao, Y Zhang",A color image segmentation method based on region salient color and fuzzy c-means algorithm,31,2020, Springer, Circuits  Systems  and Signal Processing,https://link.springer.com/article/10.1007/s00034-019-01126-w,5
17,"J Malhotra, S Jha",Fuzzy c-means clustering based colour image segmentation for tool wear monitoring in micro-milling,31,2021, Elsevier, Precision Engineering,https://www.sciencedirect.com/science/article/pii/S0141635921001823,6
55,"P Bian, Y Jin, N Zhang",Fuzzy c-means clustering based digital camouflage pattern design and its evaluation,30,2010, ieeexplore.ieee.org, IEEE 10th International conference on …,https://ieeexplore.ieee.org/abstract/document/5655856/,2
7,"VK Trivedi, PK Shukla, A Pandey",Automatic segmentation of plant leaves disease using min-max hue histogram and k-mean clustering,29,2022, Springer, Multimedia Tools and Applications,https://link.springer.com/article/10.1007/s11042-022-12518-7,7
12,"K Nongmeikapam, WK Kumar…",Fast and automatically adjustable GRBF kernel based fuzzy C‐means for cluster‐wise coloured feature extraction and segmentation of MR images,29,2018, Wiley Online Library, IET image processing,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-ipr.2017.1102,4
11,S Arumugadevi…,Comparison of clustering methods for segmenting color images,29,0,2.amazonaws …,,https://sciresol.s3.us-east-2.amazonaws.com/IJST/Articles/2015/Issue-7/Article6.pdf,0
95,"A Khan, MA Jaffar, TS Choi",SOM and fuzzy based color image segmentation,29,2013, Springer, Multimedia tools and applications,https://link.springer.com/article/10.1007/s11042-012-1003-6,2
40,"KM Nimeesha, RM Gowda",Brain tumour segmentation using Kmeans and fuzzy c-means clustering algorithm,28,2013, academia.edu, Int J Comput Sci Inf Technol Res Excell,https://www.academia.edu/download/41460103/Brain_Tumour_Segmentation_Using_K-Means_20160122-6250-172mhpe.pdf,2
60,"MA Almahfud, R Setyawan, CA Sari…",An effective MRI brain image segmentation using joint clustering (K-Means and Fuzzy C-Means),28,2018, ieeexplore.ieee.org, … seminar on research …,https://ieeexplore.ieee.org/abstract/document/8864326/,4
36,"X Zheng, N Liu",Color recognition of clothes based on k-means and mean shift,27,2012, ieeexplore.ieee.org, … on intelligent control  automatic detection and …,https://ieeexplore.ieee.org/abstract/document/6330097/,2
89,"W Chen, C He, C Ji, M Zhang, S Chen",An improved K-means algorithm for underwater image background segmentation,26,2021, Springer, Multimedia Tools and Applications,https://link.springer.com/article/10.1007/s11042-021-10693-7,5
88,"A Joseph, ES Rex, S Christopher, J Jose",Content-based image retrieval using hybrid k-means moth flame optimization algorithm,25,2021, Springer, Arabian Journal of Geosciences,https://link.springer.com/article/10.1007/s12517-021-06990-y,5
1,"Z Liu, F Ding, Y Xu, X Han",Background dominant colors extraction method based on color image quick fuzzy c-means clustering algorithm,24,2021, Elsevier, Defence Technology,https://www.sciencedirect.com/science/article/pii/S2214914720304608,5
86,M Ding,Quantitative contrast of urban agglomeration colors based on image clustering algorithm: Case study of the Xia-Zhang-Quan metropolitan area,23,2021, Elsevier, Frontiers of Architectural Research,https://www.sciencedirect.com/science/article/pii/S209526352100039X,5
49,Y Farhang,Face extraction from image based on K-means clustering algorithms,23,2017, pdfs.semanticscholar.org, … Journal of Advanced Computer Science and …,https://pdfs.semanticscholar.org/15cf/7bdc36ec901596c56d04c934596cf7b43115.pdf,3
71,"Y Yan, J Ren, Y Li, J Windmill…",Fusion of dominant colour and spatial layout features for effective image retrieval of coloured logos and trademarks,22,2015, ieeexplore.ieee.org, 2015 IEEE international …,https://ieeexplore.ieee.org/abstract/document/7153905/,2
25,"A Mucherino, PJ Papajorgji, PM Pardalos…",Clustering by k-means,21,2009, Springer, Data mining in …,https://link.springer.com/chapter/10.1007/978-0-387-88615-2_3,1
52,"L Xing, J Zhang, H Liang, Z Li",Intelligent recognition of dominant colors for Chinese traditional costumes based on a mean shift clustering method,21,2018, Taylor & Francis, The Journal of the Textile Institute,https://www.tandfonline.com/doi/abs/10.1080/00405000.2018.1423896,3
59,"M Daviran, R Ghezelbash, M Niknezhad…",Hybridizing K-means clustering algorithm with harmony search and artificial bee colony optimizers for intelligence mineral prospectivity mapping,20,2023, Springer, Earth Science …,https://link.springer.com/article/10.1007/s12145-023-01019-2,7
58,"CL Chen, YF Liao, CL Tai",Image-to-MIDI mapping based on dynamic fuzzy color segmentation for visually impaired people,20,2011, Elsevier, Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865510003867,1
22,"X Geng, Y Mu, S Mao, J Ye, L Zhu",An improved K-means algorithm based on fuzzy metrics,20,2020, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9272343/,3
77,"TD Nguyen, G Lee",Color image segmentation using tensor voting based color clustering,19,2012, Elsevier, Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865511004053,1
9,"L Szilágyi, G Dénesi, L Kovács…",Comparison of Various Improved-Partition Fuzzy c-Means Clustering Algorithms in Fast Color Reduction,19,2014, ieeexplore.ieee.org, 2014 IEEE 12th …,https://ieeexplore.ieee.org/abstract/document/6923585/,2
21,"WS Ooi, CP Lim",Fuzzy clustering of color and texture features for image segmentation: a study on satellite image retrieval,19,2006, content.iospress.com, Journal of Intelligent & Fuzzy Systems,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs00299,1
34,"AAZ Irani, B Belaton",A K-means based generic segmentation system,19,2009, ieeexplore.ieee.org, 2009 Sixth International Conference on …,https://ieeexplore.ieee.org/abstract/document/5298850/,1
31,"P Azimpour, R Shad, M Ghaemi…",Hyperspectral image clustering with Albedo recovery Fuzzy C-Means,19,2020, Taylor & Francis, International Journal of …,https://www.tandfonline.com/doi/abs/10.1080/01431161.2020.1736728,3
100,"D Ghai, D Gera, N Jain",A new approach to extract text from images based on DWT and K-means clustering,18,2016, Taylor & Francis, International Journal of Computational …,https://www.tandfonline.com/doi/abs/10.1080/18756891.2016.1237189,2
92,"J Rejito, AS Abdullahi, D Setiana…",Image indexing using color histogram and k-means clustering for optimization CBIR in image database,18,2017, iopscience.iop.org, Journal of Physics …,https://iopscience.iop.org/article/10.1088/1742-6596/893/1/012055/meta,2
47,"MFM Yunoh, S Abdullah, MHM Saad…",Fatigue feature extraction analysis based on a K-means clustering approach,14,2015, journal.ump.edu.my, Journal of …,https://journal.ump.edu.my/jmes/article/view/8238,1
46,"N Kowsalya, A Kalyani, CJ Chalcedony…",An approach to extract optic-disc from retinal image using K-means clustering,13,2018, ieeexplore.ieee.org, 2018 Fourth …,https://ieeexplore.ieee.org/abstract/document/8524655/,2
75,"TN Dinh, J Park, C Lee, G Lee",Tensor voting based color clustering,11,2010, ieeexplore.ieee.org, 2010 20th International …,https://ieeexplore.ieee.org/abstract/document/5597450/,1
3,"K Haridas, AS Thanamani",An Efficient image clustering and content based image retrieval using Fuzzy K means clustering algorithm,11,2014, researchgate.net, International Review on Computers …,https://www.researchgate.net/profile/Fatma-Sayadi/publication/282675430_Image_processing_on_GPU_Application_of_integral_image/links/60c1cb9892851ca6f8d6581f/Image-processing-on-GPU-Application-of-integral-image.pdf#page=149,1
